Label,URL,Title,Description
EV India Online News,https://evindia.online/news,Latest Electric Vehicle News & Updates in INDIA | EVINDIA,"News ↓ Pull down to refresh Filter by All EVINDIA Out Source EVINDIA Gujarat revises Green Mobility Program: Now pay only 1% RTO on electric vehicles &nbsp; To accelerate the state's green mobility program and provide substantial financial relief to customers, the Gujarat government has lowered the RTO tax on electric vehicles from 6% to only 1% in a bold step to boost falling EV sales. &nbsp; The update was included in the Gujarat Budget 2025&ndash;2026, which is being praised as a revolutionary step for the economy and environment. Electric vehicle owners are anticipated to benefit between ₹30,000 to ₹1 lakh, depending on the cost of the vehicle, from the 5% tax exemption, which is valid until March 31, 2026. &nbsp; Earlier, buying an EV for ₹10 lakh required paying ₹60,000 in taxes. However, buyers would now save a flat ₹50,000 by merely paying ₹10,000. The timing of this tax cut is crucial because EV sales have already fallen by over 50% after state subsidies were stopped a year ago. &nbsp; The new rule ensures transparency and streamlines the registration procedure by limiting the tax reduction to those who register their automobiles online via the Vahan 4.0 site. &nbsp; Although EV adoption was aided by the previous subsidy of ₹25,000 for two-wheelers and ₹1.5 lakh for four-wheelers under ₹15 lakh, sales plummeted after that support was removed. It is anticipated that the new tax system will reverse that trend. &nbsp; According to industry analysts, this financial incentive will support sustainable transportation and revive customer enthusiasm, both of which are in line with India's larger objective of lowering carbon emissions. Read full story EVINDIA Jeep Compass EV spotted testing: All you need to know The upcoming fully-electric Compass EV by Jeep, a subsidiary of the Stellantis conglomerate, was spotted testing in Italy a few weeks before its global debut. Earlier, the company had confirmed to launch its second-gen Compass in hybrid, plug-in hybrid, and fully electric versions. The camouflaged prototype spotted seemed to be in the final phase of its testing with some noticeable designs like a faux grille panel with piano black finish up front, flanked by rectangular LED headlamps, a report by Financial Express reported. With a more squared-off frame and a familiar boxy appearance, the new Compass EV highlights its strong and rugged exterior design. In previous teasers, a redesigned seven-slot grille that is expected to include lighting was shown alongside slim LED headlights. However, the grille on the prototype is completely hidden, probably to conceal the final design aspects. In addition,&nbsp; the front bumper also gets a cooling intake with active flaps to provide aerodynamic sophistication. The test prototype in the most recent spy photos has a completely electric drivetrain, which explains why the exhaust tailpipe is absent. In contrast to the existing Jeep Compass's softly sloping roof, this one looks flatter. There are still unchanged features like the sleek-edged ORVMs, conventional door handles, and squared wheel arches. The EV features new alloy wheels and a clean beltline, making the side profile stand out. However, the new Compass appears longer than the one that is already on the market. According to earlier teaser photos, the taillights have undergone significant modification, including the addition of new C-shaped LED components and the ""JEEP"" logo. Jeep will transition to a more contemporary STLA Medium architecture and retire the FCA-era platform with the launch of the new generation Compass. This modular framework can support models of different shapes and accommodate a range of powertrains. Jeep hasn't disclosed any precise information on the powertrain specifications, but we anticipate that the Compass EV will have two battery options: 73 kWh and 97 kWh. A dual-motor arrangement will be included with the Compass EV's top-spec dual-motor model. Read full story EVINDIA Revfin Sets ₹5,000 Cr EV Financing Target by 2027, Appoints New CXOs to Drive L5 Growth In a major push to scale its electric vehicle financing operations, Revfin, India&rsquo;s premier digital lending platform for sustainable mobility, has set an ambitious target of ₹5,000 crore in EV disbursements by 2027. This move comes alongside a strategic leadership expansion and a sharper focus on the booming L5 electric vehicle segment&mdash;a key pillar in India's clean transportation future. With an eye on 5X growth over the next two years, Revfin is gearing up to finance 35,000 EVs in FY2026, up from 85,000 EVs financed to date across 25 states and 1,000+ towns. New CXOs to Power ""People-Process-Profitability"" Agenda To support this scale-up, Revfin has strengthened its CXO bench with three senior appointments: Abhinandan Narayan, Chief Business Officer (New Business) &ndash; ex-Unacademy, will spearhead segment expansion. Monish Vohra, Chief Operating Officer (Operations &amp; Collections) &ndash; ex-SBI Cards, brings operations excellence. Anirudh Gupta, Chief Finance &amp; Strategy Officer &ndash; ex-Grant Thornton Bharat, will oversee finance and capital strategy. &ldquo;The EV sector has momentum and urgency. We are setting bold goals and building the leadership to deliver them responsibly,&rdquo;said Sameer Aggarwal, Founder &amp; CEO, Revfin. Why L5 EVs Are Revfin&rsquo;s Big Bet for FY2026 Revfin is betting big on L5 EVs, which include electric autos and commercial 3-wheelers, essential for replacing ICE vehicles in intracity and mid-mile transport. 1,700% growth in L5 loan book in FY2025 Strategic partnerships with Bajaj Auto, Rapido, Delhivery, Shadowfax, IndoFast, and Tata Motors Aim to dominate L5 financing in FY2026 Unlike L2 or 2W EVs, L5 EVs directly displace fossil fuel vehicles, helping reduce urban emissions while supporting gig economy workers and fleet operators. Impact So Far: Revfin by the Numbers ₹2,000 Cr+ in cumulative disbursements expected by 2026 85,000+ EVs financed 1.6 billion+ electric miles logged $400M+ in earnings generated for driver partners 75%+ loans disbursed to marginalized communities Revfin&rsquo;s unique credit underwriting leverages biometrics, psychometrics, and gamification&mdash;enabling access to EV loans for underserved populations through its NBFC. Building a Sustainable, Inclusive Mobility Ecosystem Beyond financing, Revfin is developing a full-stack EV ecosystem: Digital loan platform with IoT-enabled tracking Financing for 2W, 3W, 4W, batteries, and charging stations Entry into EV leasing for fleets and ecommerce logistics Focus on secondary EV markets and ecosystem innovation Read full story New Article News Indian EV sales cross 20 lakh sales mark in FY25, 2W holds more than 50% share Prashant 17-Apr-25 04:58:03 pm IST Comparing FY25 to FY24, the E2W category saw an annual gain of almost 19%. The top three companies—Ola Electric, TVS Motors, and Bajaj—held more than 70% of the market. Read full story New Article News BluSmart faces SEBI’s crackdown, services halted Prashant 17-Apr-25 04:34:23 pm IST Establishing 5,800+ charging stations, 10,000 active drivers and a fleet of 8,500 EVs, BluSmart swiftly and steadily made a name for itself in Bengaluru, Mumbai, and Delhi-NCR's urban commuter market. Read full story New Article News ಓಲಾ ರೋಡ್ಸ್ಟರ್ ಇಂದಿರಾನಗರ ಶೋರೂಂಗೆ ತಲುಪಿದೆ: ನಿಮ್ಮ ಕರ್ನಾಟಕ ನಗರದಲ್ಲಿ ನಿರೀಕ್ಷಿತ ವಿತರಣಾ ದಿನಾಂಕಗಳು arbaz 17-Apr-25 02:29:00 pm IST ಓಲಾ ರೋಡ್ಸ್ಟರ್ ಬೆಂಗಳೂರಿನ ಇಂದಿರಾನಗರ ಶೋರೂಂಗೆ ತಲುಪಿದೆ! ಬೆಂಗಳೂರಿನಲ್ಲಿ ಒಂದು ವಾರದಲ್ಲಿ ಡಿಲಿವರಿ ನಿರೀಕ್ಷಿತವಾಗಿದೆ, ಇತರ ನಗರಗಳಲ್ಲಿ ಮೇ ತಿಂಗಳಲ್ಲಿ. ನಿಮ್ಮ ನಗರದ ಕಾಲಮಿತಿಗಳು ಮತ್ತು ಟೆಸ್ಟ್ ರೈಡ್‌ಗಳನ್ನು ಕಂಡುಹಿಡಿಯಿರಿ. Read full story News EU to replace tariffs on Chinese EV with minimum trade agreement: Reuters Prashant 15-Apr-25 03:44:46 pm IST In addition to usual import charges, the EU imposed higher tariffs on Chinese-built EVs in October 2024, raising them by 17.3% for BYD vehicles and 35.3% for SAIC models. Read full story News ஓலா ரோட்ஸ்டர் பெங்களூரு ஷோரூம்களில்: தமிழ்நாட்டில் எதிர்பார்க்கப்படும் டெலிவரி தேதிகள் arbaz 15-Apr-25 01:48:48 pm IST ஓலா ரோட்ஸ்டர் பெங்களூரு ஷோரூம்களில்! சென்னையில் ஏப்ரல் 2025 இன் இறுதியில் எதிர்பார்க்கப்படும் டெலிவரி, மற்ற தமிழ்நாடு நகரங்களில் மே மாதத்தில். உங்கள் நகரத்திற்கான காலவரிசைகள் மற்றும் டெஸ்ட் ரைடுகளை அறியவும். Read full story Load More"
