Label,URL,Title,Description
Droom Used Electric Cars,https://droom.in/electric-cars/used,"Second Hand Electric Cars for Sale, 54 Used Electric Cars","All Location Used Electric Cars in India Find 52 used electric cars available online for sale in India at starting price of Rs. 1,25,000 . Below listed second hand electric cars are available online in Fixed Price. All used electric cars come with Full Circle Trust Score and 100% Refundable Token Amount. Buy good condition, pre-owned electric cars from the largest collection at the best price in India. Select your favorite EV car and make your dream come true of buying your own vehicle. Useful Links Budget Cars Recently Arrived Cars Offers on Cars Certified Listings Nearest to OBV Submit your Requirement Sort By Most Recent Most Relevant Near Me Price (Low to High) Price (High to Low) KMs Driven (Min to Max) Year (Newest to Oldest) Full Circle Trust Score (High to Low) Most Viewed Filters Reset All Condition - used new Category - E-Cars 52 E-Scooters 15 E-Rickshaw 0 E-Cycles 0 Location - Ahamdabad 1 Bangalore 21 Bhopal 1 Coimbatore 1 Delhi 10 Mumbai 13 Nashik 1 Pune 4 Make and Model - All Brands MG 4 Mahindra 31 TATA 17 Price Range - 1,25,000 Min 25,75,000 Max Suggestions Under ₹2 Lakh ₹2 Lakh - ₹3 Lakh ₹3 Lakh - ₹4 Lakh Kilometers Driven - 0 Min 1,00,000 Max Year - 1920 Min 2025 Max Body Type - Hatchback 25 Sedan 6 SUV 20 Van 1 Transmission Type - Automatic ( 45 ) Manual ( 5 ) Exterior Color - Blue 17 Brown 1 Green 3 Other 1 Red 5 Silver 7 White 16 Yellow 2 Interior Color - Beige 6 Grey 29 White 17 6 45s 2015 Mahindra e2o T2 ₹ 3,20,000 EMI from N/A 60,000 bangalore electric automatic Verified Seller 10 45s 2021 MG ZS EV Exclusive ₹ 23,97,775 EMI from N/A 17,000 mumbai electric automatic Verified Seller 18 45s 2021 Tata Nexon EV XZ Plus LUX ₹ 16,55,825 EMI from N/A 20,000 mumbai electric automatic Verified Seller 5 45s 2021 Tata Nexon EV XZ Plus LUX ₹ 16,61,050 EMI from N/A 9,000 mumbai electric automatic 28 45s 2021 Tata Nexon EV XZ Plus ₹ 14,62,500 EMI from N/A 35,900 mumbai electric automatic Verified Seller 14 45s 2018 Mahindra e2o Plus P4 ₹ 4,54,575 EMI from N/A 39,000 pune electric automatic 6 45s 2020 Tata Nexon EV XM ₹ 14,90,000 EMI from N/A 20,000 ahamdabad electric automatic Not sure about which Vehicle to Buy? Share your requirement with us, and let us find the Best Vehicle for you! Create a Requirement Verified Seller Top Rated Seller 11 45s 2021 MG ZS EV Exclusive ₹ 23,98,999 EMI from N/A 25,000 delhi electric automatic Verified Seller Top Rated Seller 13 45s 2021 Tata Nexon EV XZ Plus ₹ 15,55,000 EMI from N/A 13,000 mumbai electric automatic Verified Seller 14 45s 2021 MG ZS EV Exclusive ₹ 25,75,000 EMI from N/A 19,000 mumbai electric automatic Check Out the Best Deals at Droom Find trending deals and exciting offers on your favorite vehicles at Droom! Check Latest Deals Verified Seller 10 45s 2022 Tata Tigor EV XZ Plus ₹ 12,55,000 EMI from N/A 3,700 mumbai electric automatic 7 45s 2015 Mahindra e2o T2 ₹ 3,46,500 EMI from N/A 26,000 bangalore electric automatic 7 45s 2021 Tata Nexon EV XM ₹ 14,70,000 EMI from N/A 18,000 bangalore electric automatic Verified Seller Top Rated Seller 8 45s 2022 Tata Nexon EV XM ₹ 14,70,000 EMI from N/A 9,800 mumbai electric automatic 5 45s 2017 Mahindra e2o Plus P4 ₹ 5,51,200 EMI from N/A 19,000 bangalore electric automatic Verified Seller 11 45s 2021 Tata Nexon EV XZ Plus ₹ 16,00,000 EMI from N/A 8,600 mumbai electric automatic Let's Find the Perfect Vehicle on Droom Find your dream vehicle from our 250K+ listings across 1100+ cities! Vehicle Finder Verified Seller 12 45s 2021 Tata Nexon EV XZ Plus LUX ₹ 16,20,000 EMI from N/A 8,500 mumbai electric automatic Verified Seller 9 45s 2014 Mahindra e2o T2 ₹ 3,06,800 EMI from N/A 81,440 bangalore electric automatic Verified Seller 17 45s 2021 Tata Nexon EV XZ Plus LUX ₹ 17,42,000 EMI from N/A 9,000 mumbai electric automatic Verified Seller Top Rated Seller 6 45s 2020 MG ZS EV Exclusive ₹ 23,60,000 EMI from N/A 35,000 delhi electric automatic 11 45s 2021 Tata Nexon EV XZ Plus LUX ₹ 17,80,000 EMI from N/A 2,200 delhi electric automatic Verified Seller 7 45s 2014 Mahindra e2o T2 ₹ 3,99,000 EMI from N/A 41,200 bangalore electric automatic Verified Seller 5 45s 2022 Tata Nexon EV XZ Plus ₹ 16,90,000 EMI from N/A 6,500 mumbai electric automatic Verified Seller 5 45s 2020 Tata Nexon EV XZ Plus ₹ 15,52,000 EMI from N/A 31,900 coimbatore electric automatic Explore a Wide Selection of Second-Hand Electric Cars in India Indian market is full of consumers who prefer purchasing a car which makes them spend the least and offers them the best benefits. But is it possible to find a new electric car which fulfills this requirement of consumers? The answer is unfortunately no, as new electric cars are usually expensive, and the benefits of advanced features can only be experienced through the same. An electric car is even more expensive than a manual car as it’s technologically advanced and eco-friendly in nature. All price-sensitive consumers are struggling for the same reason, and they are forced to give up in the end. Do you also dream of purchasing an electric car for yourself, but the budget constraint is stopping you? Then a used electric car is the best choice for you. If buying a used electric car is not a matter of concern, then it has all the capabilities to fulfill the price-conscious requirements of Indian consumers. A second hand electric car in India is a superb combination of affordability, features, safety, performance, and comfort, making it stand out in the Indian market. The online platform, Droom is the best place for purchasing a used electric car where a wide variety of used vehicle options from top brands are available with customer-friendly filters and comparable tools, all at one stop. The top brands include MG , Mahindra , Tata , and many more. Most Reliable Used Electric Cars for Sale in India When an electric vehicle provides top-quality performance, belongs to a good brand, and is durable and safe, it automatically gains the trust of consumers which makes it a reliable one among potential buyers. This might be possible in the case of a new electric car, but when it comes to a used car, there are several factors which decide its reliability. The factors include performance, condition, durability, safety, and history of the used electric car, which makes consumers hesitant to purchase one. To help consumers feel confident when planning to purchase a pre-owned electric car, the online platform, Droom offers services such as Droom History and Droom Eco , where one does the background check of the used car, and the other one checks its physical condition through inspection, providing clarity of mind to consumers. Second Hand Electric Cars Price in India The purchase-making decision of consumers for used electric cars revolves around the factor, called price. It’s the most crucial factor when deciding on purchasing a used car, as consumers who prefer it are price-sensitive and they exist in the majority of the Indian market. The combination of affordability and convenience is what a price-sensitive consumer prefers and is the main reason why consumers consider purchasing a used electric car. The tool, OBV offered by Droom helps consumers to get a fair market value of the second hand electric car they are planning to purchase to make an informed decision. Used electric cars in India belong to a price range, which fulfills the budget requirements of almost all consumer segments. Some of the available variants within the price range are Tata Tigor EV XZ Plus, Tata Nexon EV XM, MG ZS EV Exclusive, Tata Nexon EV XZ Plus, Tata Nexon EV XM, Mahindra e Verito D2, Mahindra e2o Plus P4, Mahindra Reva STANDARD, and many more. Buy the Best Second-Hand Electric Cars in India With the Best Range In order for the used electric car to be durable, cost-effective, safe, and high-performing, it is important for the used electric car to have a good range. It is advised to check the range of the second hand electric car before making the final purchase decision. Here are some of the used electric car models with impressive range: Model Mileage Tata Tigor EV XZ Plus 315 km/full charge Tata Nexon EV XM 312.00 Km/Full Charge MG ZS EV Exclusive 461 Km/Full Charge Tata Nexon EV XZ Plus 312 Km/Full Charge Tata Nexon EV XM 312 km/Full Charge Mahindra e Verito D2 110 Km/Full Charge Mahindra e2o Plus P4 110 Km/Full Charge Mahindra Reva STANDARD 80 Km/Full Charge How to Buy Certified Second-Hand Electric Cars for Sale in India A certified used electric car for sale means a used car full of assurance, safety, and guarantee, giving a sense of security and peace of mind to consumers during road journeys. Buying a certified second hand electric car from Droom comes with the advantage of a 6-month guarantee as an extended benefit along with post-purchase services Droom History, OBV, and Eco. Buy the Best Second Hand Electric Cars in India and Enjoy Doorstep Delivery The best online automobile platform, Droom consists of a vast array of used electric car options, with customer-friendly filters and comparable tools, for better search results. Purchasing a pre-owned electric car from Droom also provides the facility of doorstep delivery, making the purchase experience of consumers even more delightful. Experience a World of Benefits With Droom on Your Used Electric Car Purchase Consumers get to enjoy great benefits if they plan on purchasing a second hand electric car from Droom. The best benefit that one gets is the huge range of used electric car options with customer-friendly filters and tools for accurate and relevant search results. The facility of doorstep delivery and an extended benefit of a 6-month guarantee with post-purchase services such as Eco, History, and OBV are also provided. Wait no more and visit Droom for a hassle-free buying experience. FAQ'S What are the things to consider before buying used Electric Cars? The top things to consider before buying used Electric Cars include: Battery life and warranty, Driving range, Maintenance cost... [content truncated]"
